applicant_id,channel,group,city,application_date,background_check_completed_date,background_check_initiated_date,card_activation_date,card_mailed_date,first_batch_completed_date,orientation_completed_date,converted,bg_initiated,bg_completed,card_activated,orientation_done,ttfb_days,t_app_to_bginit,t_bginit_to_bgd,t_bgd_to_first
12826,job-search-site,control,Asgard,2018-10-07,2018-10-14,2018-10-09,2018-10-09,2018-10-07,,2018-10-09,False,True,True,True,True,,2.0,5.0,
12827,web-search-engine,control,Midgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-07,2018-10-16,2018-10-10,True,True,True,True,True,9.0,4.0,3.0,2.0
12828,web-search-engine,control,Asgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,5.0,
12829,social-media,control,Asgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,4.0,
12830,job-search-site,control,Asgard,2018-10-07,2018-10-12,2018-10-10,2018-10-10,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,3.0,2.0,4.0
12831,web-search-engine,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-13,2018-10-08,2018-10-17,,True,True,True,True,False,10.0,0.0,3.0,7.0
12832,social-media,control,Asgard,2018-10-07,2018-10-18,2018-10-12,2018-10-12,2018-10-08,2018-10-18,,True,True,True,True,False,11.0,5.0,6.0,0.0
12833,social-media,control,Midgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,3.0,
12834,web-search-engine,control,Asgard,2018-10-07,2018-10-16,2018-10-12,2018-10-12,2018-10-08,2018-10-18,,True,True,True,True,False,11.0,5.0,4.0,2.0
12835,social-media,treatment,Asgard,2018-10-07,2018-10-09,2018-10-07,2018-10-09,2018-10-07,,,False,True,True,True,False,,0.0,2.0,
12836,job-search-site,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-07,2018-10-12,2018-10-07,True,True,True,True,True,5.0,0.0,3.0,2.0
12837,social-media,control,Vanaheim,2018-10-07,2018-10-19,2018-10-15,2018-10-15,2018-10-07,,2018-10-09,False,True,True,True,True,,8.0,4.0,
12838,web-search-engine,control,Alfheim,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,4.0,
12839,job-search-site,control,Midgard,2018-10-07,2018-10-13,2018-10-09,2018-10-09,2018-10-07,,2018-10-09,False,True,True,True,True,,2.0,4.0,
12840,social-media,control,Midgard,2018-10-07,2018-10-16,2018-10-10,2018-10-10,2018-10-07,,,False,True,True,True,False,,3.0,6.0,
12841,web-search-engine,control,Alfheim,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-07,2018-10-17,2018-10-08,True,True,True,True,True,10.0,4.0,4.0,2.0
12842,web-search-engine,control,Asgard,2018-10-07,2018-10-20,2018-10-12,2018-10-12,2018-10-08,,2018-10-07,False,True,True,True,True,,5.0,8.0,
12843,web-search-engine,control,Vanaheim,2018-10-07,2018-10-14,2018-10-10,2018-10-10,2018-10-07,,,False,True,True,True,False,,3.0,4.0,
12844,job-search-site,control,Midgard,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,6.0,
12845,social-media,control,Vanaheim,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-07,2018-10-16,,True,True,True,True,False,9.0,4.0,3.0,2.0
12846,web-search-engine,control,Midgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,2018-10-12,False,True,True,True,True,,4.0,3.0,
12847,web-search-engine,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,,2018-10-07,,,False,True,True,False,False,,0.0,3.0,
12848,web-search-engine,treatment,Midgard,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-07,2018-10-10,,True,True,True,True,False,3.0,0.0,3.0,0.0
12849,social-media,treatment,Asgard,2018-10-07,2018-10-13,2018-10-07,2018-10-10,2018-10-07,2018-10-17,2018-10-11,True,True,True,True,True,10.0,0.0,6.0,4.0
12850,web-search-engine,control,Midgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-08,2018-10-20,2018-10-12,True,True,True,True,True,13.0,6.0,4.0,3.0
12851,web-search-engine,control,Midgard,2018-10-07,,,,2018-10-07,,2018-10-10,False,False,False,False,True,,,,
12852,web-search-engine,treatment,Asgard,2018-10-07,2018-10-13,2018-10-07,2018-10-09,2018-10-07,,2018-10-08,False,True,True,True,True,,0.0,6.0,
12853,web-search-engine,treatment,Midgard,2018-10-07,2018-10-11,2018-10-07,2018-10-10,2018-10-07,2018-10-15,2018-10-12,True,True,True,True,True,8.0,0.0,4.0,4.0
12854,web-search-engine,control,Asgard,2018-10-07,2018-10-14,2018-10-11,2018-10-11,2018-10-08,2018-10-15,,True,True,True,True,False,8.0,4.0,3.0,1.0
12855,job-search-site,control,Asgard,2018-10-07,2018-10-16,2018-10-11,2018-10-11,2018-10-07,,,False,True,True,True,False,,4.0,5.0,
12856,web-search-engine,control,Asgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-07,,,False,True,True,True,False,,6.0,4.0,
12857,web-search-engine,control,Niflheim,2018-10-07,2018-10-11,2018-10-09,2018-10-09,2018-10-07,2018-10-15,,True,True,True,True,False,8.0,2.0,2.0,4.0
12858,social-media,control,Vanaheim,2018-10-07,2018-10-17,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,4.0,6.0,
12859,social-media,control,Midgard,2018-10-07,2018-10-15,2018-10-10,2018-10-10,2018-10-07,2018-10-18,2018-10-12,True,True,True,True,True,11.0,3.0,5.0,3.0
12860,social-media,treatment,Midgard,2018-10-07,2018-10-13,2018-10-07,2018-10-12,2018-10-08,,,False,True,True,True,False,,0.0,6.0,
12861,job-search-site,control,Asgard,2018-10-07,,,,2018-10-08,,2018-10-09,False,False,False,False,True,,,,
12862,web-search-engine,control,Midgard,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12863,web-search-engine,control,Vanaheim,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12864,web-search-engine,control,Muspelheim,2018-10-07,2018-10-13,2018-10-10,2018-10-10,2018-10-08,2018-10-14,2018-10-08,True,True,True,True,True,7.0,3.0,3.0,1.0
12865,web-search-engine,treatment,Asgard,2018-10-07,2018-10-11,2018-10-07,2018-10-09,2018-10-07,,2018-10-11,False,True,True,True,True,,0.0,4.0,
12866,social-media,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-09,2018-10-07,2018-10-17,,True,True,True,True,False,10.0,0.0,5.0,5.0
12867,web-search-engine,control,Midgard,2018-10-07,2018-10-17,2018-10-13,2018-10-13,2018-10-08,,2018-10-08,False,True,True,True,True,,6.0,4.0,
12868,job-search-site,control,Midgard,2018-10-07,2018-10-13,2018-10-11,2018-10-11,2018-10-07,,2018-10-07,False,True,True,True,True,,4.0,2.0,
12869,social-media,treatment,Midgard,2018-10-07,2018-10-12,2018-10-07,2018-10-15,2018-10-07,2018-10-19,,True,True,True,True,False,12.0,0.0,5.0,7.0
12870,job-search-site,control,Midgard,2018-10-07,,,,2018-10-07,,2018-10-07,False,False,False,False,True,,,,
12871,job-search-site,control,Asgard,2018-10-07,,,,2018-10-08,,,False,False,False,False,False,,,,
12872,social-media,control,Asgard,2018-10-07,2018-10-29,2018-10-27,2018-10-27,2018-10-07,,,False,True,True,True,False,,20.0,2.0,
12873,social-media,treatment,Asgard,2018-10-07,2018-10-13,2018-10-07,2018-10-13,2018-10-07,2018-10-14,,True,True,True,True,False,7.0,0.0,6.0,1.0
12874,web-search-engine,control,Midgard,2018-10-07,2018-10-15,2018-10-11,2018-10-11,2018-10-07,2018-10-19,,True,True,True,True,False,12.0,4.0,4.0,4.0
12875,social-media,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-11,2018-10-08,2018-10-13,2018-10-16,True,True,True,True,True,6.0,0.0,3.0,3.0
12876,job-search-site,treatment,Asgard,2018-10-07,2018-10-10,2018-10-07,2018-10-10,2018-10-08,,2018-10-12,False,True,True,True,True,,0.0,3.0,
12877,web-search-engine,control,Asgard,2018-10-07,,,,2018-10-08,,2018-10-08,False,False,False,False,True,,,,
12878,web-search-engine,treatment,Niflheim,2018-10-08,2018-10-11,2018-10-08,2018-10-14,2018-10-09,2018-10-16,2018-10-14,True,True,True,True,True,8.0,0.0,3.0,5.0
12879,web-search-engine,control,Asgard,2018-10-08,2018-10-21,2018-10-18,2018-10-18,2018-10-09,,,False,True,True,True,False,,10.0,3.0,
12880,job-search-site,treatment,Asgard,2018-10-08,2018-10-11,2018-10-08,2018-10-11,2018-10-09,,2018-10-13,False,True,True,True,True,,0.0,3.0,
12881,web-search-engine,control,Alfheim,2018-10-08,2018-10-16,2018-10-11,2018-10-11,2018-10-08,2018-10-17,2018-10-09,True,True,True,True,True,9.0,3.0,5.0,1.0
12882,web-search-engine,control,Midgard,2018-10-08,2018-10-14,2018-10-11,2018-10-11,2018-10-08,2018-10-17,2018-10-10,True,True,True,True,True,9.0,3.0,3.0,3.0
12883,social-media,treatment,Asgard,2018-10-08,2018-10-11,2018-10-08,2018-10-11,2018-10-09,2018-10-13,,True,True,True,True,False,5.0,0.0,3.0,2.0
12884,social-media,treatment,Midgard,2018-10-08,2018-10-14,2018-10-08,2018-10-15,2018-10-08,,,False,True,True,True,False,,0.0,6.0,
12885,job-search-site,treatment,Asgard,2018-10-08,2018-10-11,2018-10-08,2018-10-13,2018-10-08,,,False,True,True,True,False,,0.0,3.0,
12886,web-search-engine,control,Vanaheim,2018-10-08,2018-10-20,2018-10-16,2018-10-16,2018-10-08,,2018-10-09,False,True,True,True,True,,8.0,4.0,
12887,social-media,control,Midgard,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-09,2018-10-17,,True,True,True,True,False,9.0,3.0,4.0,2.0
12888,job-search-site,control,Niflheim,2018-10-08,2018-10-18,2018-10-12,2018-10-12,2018-10-09,,2018-10-09,False,True,True,True,True,,4.0,6.0,
12889,web-search-engine,control,Asgard,2018-10-08,2018-10-14,2018-10-11,2018-10-11,2018-10-09,,,False,True,True,True,False,,3.0,3.0,
12890,social-media,control,Midgard,2018-10-08,,,,2018-10-09,,,False,False,False,False,False,,,,
12891,job-search-site,control,Alfheim,2018-10-08,2018-10-18,2018-10-11,2018-10-11,2018-10-09,,,False,True,True,True,False,,3.0,7.0,
12892,social-media,treatment,Asgard,2018-10-08,2018-10-13,2018-10-08,2018-10-18,2018-10-08,,,False,True,True,True,False,,0.0,5.0,
12893,web-search-engine,treatment,Asgard,2018-10-08,2018-10-11,2018-10-08,2018-10-12,2018-10-08,2018-10-15,2018-10-13,True,True,True,True,True,7.0,0.0,3.0,4.0
12894,web-search-engine,control,Midgard,2018-10-08,2018-10-17,2018-10-14,2018-10-14,2018-10-09,,2018-10-08,False,True,True,True,True,,6.0,3.0,
12895,web-search-engine,treatment,Midgard,2018-10-08,2018-10-15,2018-10-08,2018-10-13,2018-10-08,,,False,True,True,True,False,,0.0,7.0,
12896,job-search-site,treatment,Vanaheim,2018-10-08,2018-10-12,2018-10-08,2018-10-12,2018-10-08,,,False,True,True,True,False,,0.0,4.0,
12897,web-search-engine,control,Asgard,2018-10-08,2018-10-19,2018-10-14,2018-10-14,2018-10-08,,2018-10-11,False,True,True,True,True,,6.0,5.0,
12898,job-search-site,treatment,Vanaheim,2018-10-08,2018-10-14,2018-10-08,2018-10-11,2018-10-08,,2018-10-09,False,True,True,True,True,,0.0,6.0,
12899,job-search-site,control,Asgard,2018-10-08,,,,2018-10-09,,,False,False,False,False,False,,,,
12900,web-search-engine,control,Muspelheim,2018-10-08,2018-10-15,2018-10-12,2018-10-12,2018-10-09,,,False,True,True,True,False,,4.0,3.0,
12901,job-search-site,control,Midgard,2018-10-08,2018-10-18,2018-10-13,2018-10-13,2018-10-08,2018-10-20,,True,True,True,True,False,12.0,5.0,5.0,2.0
12902,social-media,control,Midgard,2018-10-08,2018-10-19,2018-10-15,2018-10-15,2018-10-09,2018-10-21,,True,True,True,True,False,13.0,7.0,4.0,2.0
12903,job-search-site,control,Midgard,2018-10-08,2018-10-15,2018-10-12,2018-10-12,2018-10-09,,2018-10-11,False,True,True,True,True,,4.0,3.0,
12904,social-media,control,Asgard,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-08,2018-10-17,2018-10-09,True,True,True,True,True,9.0,3.0,4.0,2.0
12905,web-search-engine,control,Helheim,2018-10-08,2018-10-16,2018-10-12,2018-10-12,2018-10-09,,,False,True,True,True,False,,4.0,4.0,
12906,social-media,treatment,Alfheim,2018-10-08,2018-10-13,2018-10-08,2018-10-10,2018-10-08,,,False,True,True,True,False,,0.0,5.0,
12907,job-search-site,control,Vanaheim,2018-10-08,,,,2018-10-09,,2018-10-09,False,False,False,False,True,,,,
12908,web-search-engine,control,Midgard,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-08,,2018-10-12,False,True,True,True,True,,3.0,4.0,
12909,web-search-engine,treatment,Midgard,2018-10-08,2018-10-12,2018-10-08,2018-10-13,2018-10-09,,2018-10-16,False,True,True,True,True,,0.0,4.0,
12910,job-search-site,treatment,Midgard,2018-10-08,2018-10-13,2018-10-08,2018-10-10,2018-10-08,,2018-10-09,False,True,True,True,True,,0.0,5.0,
12911,web-search-engine,control,Alfheim,2018-10-08,2018-10-19,2018-10-16,2018-10-16,2018-10-08,,,False,True,True,True,False,,8.0,3.0,
12912,social-media,control,Jotunheim,2018-10-08,2018-10-24,2018-10-20,2018-10-20,2018-10-08,,,False,True,True,True,False,,12.0,4.0,
12913,job-search-site,control,Midgard,2018-10-08,2018-10-16,2018-10-12,2018-10-12,2018-10-09,,2018-10-08,False,True,True,True,True,,4.0,4.0,
12914,web-search-engine,treatment,Midgard,2018-10-08,2018-10-13,2018-10-08,2018-10-19,2018-10-08,,,False,True,True,True,False,,0.0,5.0,
12915,web-search-engine,control,Midgard,2018-10-08,2018-10-16,2018-10-13,2018-10-13,2018-10-08,,2018-10-08,False,True,True,True,True,,5.0,3.0,
12916,social-media,control,Asgard,2018-10-08,2018-10-21,2018-10-17,2018-10-17,2018-10-08,2018-10-23,,True,True,True,True,False,15.0,9.0,4.0,2.0
12917,social-media,control,Midgard,2018-10-08,2018-10-13,2018-10-10,2018-10-10,2018-10-08,2018-10-13,2018-10-10,True,True,True,True,True,5.0,2.0,3.0,0.0
12918,social-media,control,Vanaheim,2018-10-08,2018-10-17,2018-10-12,2018-10-12,2018-10-08,,,False,True,True,True,False,,4.0,5.0,
12919,job-search-site,treatment,Asgard,2018-10-08,2018-10-12,2018-10-08,,2018-10-08,,,False,True,True,False,False,,0.0,4.0,
12920,social-media,control,Midgard,2018-10-08,2018-10-18,2018-10-14,2018-10-14,2018-10-09,2018-10-19,,True,True,True,True,False,11.0,6.0,4.0,1.0
12921,web-search-engine,control,Asgard,2018-10-08,2018-10-16,2018-10-14,2018-10-14,2018-10-09,,,False,True,True,True,False,,6.0,2.0,
12922,social-media,treatment,Midgard,2018-10-08,2018-10-14,2018-10-08,2018-10-12,2018-10-09,2018-10-16,,True,True,True,True,False,8.0,0.0,6.0,2.0
12923,web-search-engine,control,Midgard,2018-10-08,2018-10-12,2018-10-10,2018-10-10,2018-10-08,2018-10-15,,True,True,True,True,False,7.0,2.0,2.0,3.0
12924,social-media,control,Midgard,2018-10-08,2018-10-13,2018-10-11,2018-10-11,2018-10-09,,,False,True,True,True,False,,3.0,2.0,
12925,job-search-site,treatment,Midgard,2018-10-08,2018-10-12,2018-10-08,,2018-10-09,,,False,True,True,False,False,,0.0,4.0,
12926,job-search-site,control,Midgard,2018-10-08,2018-10-16,2018-10-12,2018-10-12,2018-10-08,,2018-10-11,False,True,True,True,True,,4.0,4.0,
12927,job-search-site,control,Midgard,2018-10-08,2018-10-18,2018-10-14,2018-10-14,2018-10-08,,,False,True,True,True,False,,6.0,4.0,
12928,social-media,control,Midgard,2018-10-08,2018-10-15,2018-10-12,2018-10-12,2018-10-08,,,False,True,True,True,False,,4.0,3.0,
12929,job-search-site,treatment,Vanaheim,2018-10-08,2018-10-12,2018-10-08,2018-10-11,2018-10-09,,2018-10-10,False,True,True,True,True,,0.0,4.0,
12930,social-media,treatment,Midgard,2018-10-08,2018-10-12,2018-10-08,2018-10-15,2018-10-09,2018-10-19,2018-10-13,True,True,True,True,True,11.0,0.0,4.0,7.0
12931,job-search-site,treatment,Midgard,2018-10-08,2018-10-13,2018-10-08,2018-10-10,2018-10-08,,,False,True,True,True,False,,0.0,5.0,
12932,job-search-site,control,Niflheim,2018-10-08,2018-10-18,2018-10-13,2018-10-13,2018-10-08,,,False,True,True,True,False,,5.0,5.0,
12933,social-media,treatment,Asgard,2018-10-08,2018-10-10,2018-10-08,2018-10-18,2018-10-09,,,False,True,True,True,False,,0.0,2.0,
12934,social-media,control,Vanaheim,2018-10-08,2018-10-21,2018-10-18,2018-10-18,2018-10-09,,,False,True,True,True,False,,10.0,3.0,
12935,web-search-engine,treatment,Midgard,2018-10-08,2018-10-12,2018-10-08,,2018-10-09,,,False,True,True,False,False,,0.0,4.0,
12936,web-search-engine,control,Asgard,2018-10-08,,,,2018-10-08,,,False,False,False,False,False,,,,
12937,job-search-site,control,Midgard,2018-10-08,2018-10-12,2018-10-10,2018-10-10,2018-10-08,,2018-10-10,False,True,True,True,True,,2.0,2.0,
12938,web-search-engine,control,Midgard,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-08,2018-10-18,,True,True,True,True,False,10.0,3.0,4.0,3.0
12939,web-search-engine,control,Midgard,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-09,,2018-10-09,False,True,True,True,True,,3.0,4.0,
12940,web-search-engine,control,Midgard,2018-10-08,2018-10-17,2018-10-13,2018-10-13,2018-10-09,,,False,True,True,True,False,,5.0,4.0,
12941,social-media,control,Asgard,2018-10-08,2018-10-18,2018-10-15,2018-10-15,2018-10-09,,,False,True,True,True,False,,7.0,3.0,
12942,web-search-engine,control,Midgard,2018-10-08,2018-10-15,2018-10-12,2018-10-12,2018-10-08,2018-10-19,,True,True,True,True,False,11.0,4.0,3.0,4.0
12943,job-search-site,control,Midgard,2018-10-08,2018-10-12,2018-10-10,2018-10-10,2018-10-08,,,False,True,True,True,False,,2.0,2.0,
12944,web-search-engine,treatment,Vanaheim,2018-10-08,2018-10-10,2018-10-08,2018-10-11,2018-10-08,2018-10-11,2018-10-13,True,True,True,True,True,3.0,0.0,2.0,1.0
12945,web-search-engine,control,Midgard,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-09,,2018-10-08,False,True,True,True,True,,3.0,4.0,
12946,social-media,control,Midgard,2018-10-08,2018-10-23,2018-10-20,2018-10-20,2018-10-08,,2018-10-09,False,True,True,True,True,,12.0,3.0,
12947,job-search-site,treatment,Midgard,2018-10-08,2018-10-11,2018-10-08,2018-10-11,2018-10-09,,2018-10-12,False,True,True,True,True,,0.0,3.0,
12948,web-search-engine,treatment,Midgard,2018-10-08,2018-10-14,2018-10-08,2018-10-15,2018-10-09,2018-10-18,2018-10-12,True,True,True,True,True,10.0,0.0,6.0,4.0
12949,social-media,control,Midgard,2018-10-08,2018-10-15,2018-10-12,2018-10-12,2018-10-09,,,False,True,True,True,False,,4.0,3.0,
12950,social-media,control,Midgard,2018-10-08,2018-10-21,2018-10-18,2018-10-18,2018-10-08,,,False,True,True,True,False,,10.0,3.0,
12951,web-search-engine,control,Midgard,2018-10-08,2018-10-19,2018-10-12,2018-10-12,2018-10-09,,,False,True,True,True,False,,4.0,7.0,
12952,social-media,treatment,Midgard,2018-10-08,2018-10-12,2018-10-08,2018-10-11,2018-10-08,2018-10-14,,True,True,True,True,False,6.0,0.0,4.0,2.0
12953,web-search-engine,control,Asgard,2018-10-08,,,,2018-10-08,,2018-10-09,False,False,False,False,True,,,,
12954,web-search-engine,control,Midgard,2018-10-08,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,,False,True,True,True,False,,3.0,3.0,
12955,web-search-engine,control,Alfheim,2018-10-08,2018-10-15,2018-10-10,2018-10-10,2018-10-08,2018-10-19,,True,True,True,True,False,11.0,2.0,5.0,4.0
12956,web-search-engine,control,Midgard,2018-10-08,2018-10-14,2018-10-11,2018-10-11,2018-10-08,,2018-10-08,False,True,True,True,True,,3.0,3.0,
12957,social-media,control,Muspelheim,2018-10-08,2018-10-17,2018-10-13,2018-10-13,2018-10-09,,,False,True,True,True,False,,5.0,4.0,
12958,job-search-site,control,Midgard,2018-10-08,,,,2018-10-09,,,False,False,False,False,False,,,,
12959,social-media,treatment,Niflheim,2018-10-08,2018-10-13,2018-10-08,2018-10-13,2018-10-09,,,False,True,True,True,False,,0.0,5.0,
12960,job-search-site,treatment,Midgard,2018-10-08,2018-10-14,2018-10-08,,2018-10-09,,,False,True,True,False,False,,0.0,6.0,
12961,job-search-site,treatment,Asgard,2018-10-08,2018-10-13,2018-10-08,2018-10-14,2018-10-08,,2018-10-09,False,True,True,True,True,,0.0,5.0,
12962,social-media,control,Midgard,2018-10-08,2018-10-13,2018-10-10,2018-10-10,2018-10-08,,,False,True,True,True,False,,2.0,3.0,
12963,web-search-engine,treatment,Midgard,2018-10-08,2018-10-12,2018-10-08,2018-10-13,2018-10-09,2018-10-13,,True,True,True,True,False,5.0,0.0,4.0,1.0
12964,job-search-site,control,Vanaheim,2018-10-08,2018-10-17,2018-10-14,2018-10-14,2018-10-08,,2018-10-08,False,True,True,True,True,,6.0,3.0,
12965,web-search-engine,control,Midgard,2018-10-08,2018-10-21,2018-10-14,2018-10-14,2018-10-09,,,False,True,True,True,False,,6.0,7.0,
12966,job-search-site,control,Asgard,2018-10-08,2018-10-18,2018-10-15,2018-10-15,2018-10-08,,,False,True,True,True,False,,7.0,3.0,
12967,web-search-engine,control,Asgard,2018-10-08,2018-10-14,2018-10-11,2018-10-11,2018-10-09,2018-10-15,,True,True,True,True,False,7.0,3.0,3.0,1.0
12968,web-search-engine,treatment,Asgard,2018-10-08,2018-10-13,2018-10-08,2018-10-13,2018-10-08,,2018-10-16,False,True,True,True,True,,0.0,5.0,
12969,web-search-engine,control,Vanaheim,2018-10-08,2018-10-15,2018-10-11,2018-10-11,2018-10-08,2018-10-17,,True,True,True,True,False,9.0,3.0,4.0,2.0
12970,social-media,treatment,Midgard,2018-10-08,2018-10-13,2018-10-08,2018-10-12,2018-10-08,,,False,True,True,True,False,,0.0,5.0,
12971,web-search-engine,control,Midgard,2018-10-08,2018-10-14,2018-10-11,2018-10-11,2018-10-08,2018-10-16,,True,True,True,True,False,8.0,3.0,3.0,2.0
12972,job-search-site,control,Asgard,2018-10-08,2018-10-13,2018-10-10,2018-10-10,2018-10-08,2018-10-15,2018-10-12,True,True,True,True,True,7.0,2.0,3.0,2.0
12973,social-media,control,Vanaheim,2018-10-08,2018-10-16,2018-10-12,2018-10-12,2018-10-09,,,False,True,True,True,False,,4.0,4.0,
12974,social-media,control,Midgard,2018-10-08,2018-10-14,2018-10-12,2018-10-12,2018-10-09,,,False,True,True,True,False,,4.0,2.0,
12975,social-media,control,Midgard,2018-10-08,2018-10-25,2018-10-19,2018-10-19,2018-10-08,,,False,True,True,True,False,,11.0,6.0,
